age,nationality,zip_code,zip_short,occupation,product_type,industry,income_source,income_range,funds_origin,second_nationality,purpose_of_account,email_domain,pep,phone_country_unsupported,tnc_country,birth_country,tnc_like_birth,care_of_address,phone_country,phone_tnc_country,ip_tnc_country,nat_tnc_country,su_kyci_day,device_token_no,address,is_fraudster
age_25_31,TUR,76571,76,,FLEX_ACCOUNT_MONTHLY,,,,,,,@hotmail.de,False,False,DEU       ,DEU,true,False,DEU,True,True,False,0-2,3,Gaggenau,false
age_53_59,BGR,35000,35,,,AGRICULTURE_AND_FORESTRY,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,BGR,false,False,BGR,False,NULL,False,0-2,2,rennes,false
age_25_31,CHN,18435,18,,STANDARD,,,,,,,@qq.com,False,False,DEU       ,,true,False,CHN,False,True,False,3-5,,Stralsund,false
age_46_52,ITA,71010,71,ITA_SELF_EMPLOYED,BUSINESS_CARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,4+,Lesina,false
age_25_31,ITA,61121,61,,STANDARD,,,,,,,@hotmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Pesaro,false
age_32_38,IRL,D15DC8C,D1,FREELANCER,,EDUCATION_AND_TEACHING,EMPLOYMENT,,,,,@hetss.ie,False,False,IRL       ,IRL,true,False,IRL,True,True,True,0-2,1,Dublin,false
age_>60,FRA,31780,31,,STANDARD,,,,,,,@hotmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,castelginest,false
age_18_24,NLD,3193 LT,31,,METAL_CARD_MONTHLY,,,,,,,@gmail.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,2,Hoogvliet Rotterdam,true
age_18_24,FRA,14000,14,STUDENT,STANDARD,,EMPLOYMENT,,,,,@tuta.io,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Caen,true
age_39_45,BEL,4260,42,EMPLOYEE,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,BEL       ,,true,False,BEL,True,True,True,0-2,,Fumal,true
age_25_31,PYF,93210,93,FREELANCER,,MECHANICAL_ENGINEERING,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,NULL,False,12+,,Saint-Denis,true
age_>60,ESP,08458,08,,,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,,@gmail.com,False,True,ESP       ,ESP,true,False,ESP,True,True,True,0-2,2,Sant Pere de Vilamajor,true
age_18_24,BGR,22765,22,FREELANCER,BUSINESS_SMART,MEDIA_TECHNOLOGY_AND_CONSULTING,ASSET_SALES,,,,,@gmail.com,False,False,DEU       ,BGR,false,False,NLD,False,False,False,0-2,1,Hamburg,true
age_>60,ITA,60122,60,OTHER,STANDARD,OTHER,,,,,,@hotmail.com,False,False,ITA       ,,true,False,,NULL,True,True,0-2,,Ancona,true
age_18_24,MAR,04105,04,STUDENT,,,FAMILY_INCOME,,,,,@gmail.com,False,True,DEU       ,MAR,false,False,DEU,True,NULL,False,12+,,Leipzig,true
age_18_24,CIV,62400,62,FREELANCER,,AGRICULTURE_AND_FORESTRY,GAMBLING_WINNINGS,,,,,@gmail.com,False,True,FRA       ,CIV,false,False,FRA,True,True,False,0-2,2,Bethune,true
age_18_24,FRA,45430,45,STUDENT,,,CAPITAL_MARKET_INCOME,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Mardie,true
age_18_24,FRA,78700,78,,BLACK_CARD_MONTHLY,VEHICLE_TRADE_AND_SERVICES,EMPLOYMENT,,,,,@outlook.fr,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Conflans,true
age_18_24,MAR,44149,44,STUDENT,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,False,0-2,,Dortmund,true
age_25_31,SYR,56070,56,FREELANCER,,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,EMPLOYMENT,,,,,@gmail.com,False,True,DEU       ,DEU,true,False,DEU,True,NULL,False,12+,,Koblenz,true
age_32_38,FRA,94000,94,UNEMPLOYED,STANDARD,,GOVERNMENT_PAYMENTS,,,,,@yahoo.fr,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Creteil,true
age_25_31,FRA,93190,93,,,,,,,,,@gmail.com,False,True,FRA       ,,true,False,FRA,True,NULL,True,0-2,,Livry gargan,true
age_32_38,DEU,47802,47,FREELANCER,,AGRICULTURE_AND_FORESTRY,GOVERNMENT_PAYMENTS,,,,,@yahoo.com,False,True,DEU       ,DEU,true,False,DEU,True,True,True,0-2,3,Krefeld,true
age_25_31,POL,9342,93,FREELANCER,,ARTS_JEWELRY_AND_PAWN_SHOPS,PENSION,,,,,@gmail.com,False,True,AUT       ,POL,false,False,POL,False,False,False,0-2,2,STRASSA,true
age_18_24,FRA,93000,93,UNEMPLOYED,,,FAMILY_INCOME,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Bobigny,true
age_39_45,ITA,40050,40,,,,,,,,,@hotmail.it,False,True,ITA       ,,true,False,ITA,True,True,False,0-2,,Argelato,true
age_25_31,FRA,95200,95,EMPLOYEE,BLACK_CARD_MONTHLY,,,,,,,@hotmail.fr,False,False,FRA       ,,true,False,,NULL,True,True,3-5,,Sarcelles,true
age_25_31,DEU,06844,06,FREELANCER,FLEX_ACCOUNT_MONTHLY,OTHER_SERVICE_ACTIVITIES,EMPLOYMENT,,,,,@gmx.net,False,True,DEU       ,DEU,true,False,GBR,False,True,True,9-11,2,Dessau-Roßlau,true
age_18_24,SEN,28777,28,STUDENT,STANDARD,,FAMILY_INCOME,,,,,@hotmail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,False,0-2,2,Bremen,true
age_39_45,BGR,33310,33,,,CONSTRUCTION,SALARY,BETWEEN_2501_AND_5000_EURO,EUROPE_EU,,SALARY_OR_PENSION,@gmail.com,False,True,FRA       ,BGR,false,False,FRA,True,True,False,0-2,3,Lormont,true
age_18_24,AUT,4540,45,FREELANCER,BUSINESS_SMART,OTHER_SERVICE_ACTIVITIES,EMPLOYMENT,,,,,@gmail.com,False,False,AUT       ,AUT,true,False,AUT,True,True,True,0-2,2,Bad Hall,true
age_32_38,DEU,01558,01,FREELANCER,FLEX_ACCOUNT_MONTHLY,EDUCATION_AND_TEACHING,,,,,,@web.de,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,Großenhain,true
age_32_38,FRA,78500,78,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,SARTROUVILLE,true
age_25_31,CIV,89000,89,,METAL_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,CIV,false,False,FRA,True,True,False,0-2,,Auxerre,true
age_32_38,BRA,37050,37,ITA_EMPLOYEE_PRIVATE_SECTOR,SMART,,SALARY,,,,,@hotmail.it,False,True,ITA       ,BRA,false,False,BRA,False,False,False,0-2,3,VERONA,false
age_32_38,FRA,59000,59,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Lille,false
age_18_24,ITA,80018,80,,,,FAMILY,,,,,@gmail.com,False,True,ITA       ,ITA,true,False,ITA,True,NULL,False,12+,,Mugnano di Napoli,false
age_53_59,DEU,27419,27,,,CONSTRUCTION,EMPLOYMENT,,,,SALARY_OR_PENSION,@macr2.com,False,False,DEU       ,DEU,true,False,DEU,True,NULL,True,12+,,Sittensen,false
age_39_45,DEU,6020,60,FREELANCER,,ADVERTISING,,,,,,@gmx.de,False,False,AUT       ,,true,False,AUT,True,NULL,False,12+,,Innsbruck,false
age_18_24,IT,21037,21,STUDENT,STANDARD,,,,,,,@hotmail.it,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Lavena ponte tresa,false
age_46_52,FRA,45800,45,,STANDARD,,,,,,,@hotmail.fr,False,True,FRA       ,,true,True,,NULL,NULL,True,0-2,,Saint-jean-de-braye,false
age_53_59,IRL,14,14,,,,,,,,,@hotmail.com,False,False,IRL       ,,true,False,,NULL,NULL,True,12+,,Dublin,false
age_32_38,ITA,43123,43,ITA_EMPLOYEE_PRIVATE_SECTOR,STANDARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,Parma,false
age_32_38,IRN,10243,10,,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,False,12+,,Berlin,false
age_18_24,ESP,30381,30,,,,,,,,,@hotmail.es,False,False,ESP       ,,true,False,ESP,True,NULL,True,12+,,El estrecho de san gines,false
age_25_31,GBR,NR33,NR,,,,,,,,,@hotmail.com,False,True,GBR       ,,true,False,GBR,True,NULL,False,12+,,Lowestoft,false
age_32_38,FRA,44300,44,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,False,True,0-2,,Nantes,false
age_32_38,AUT,3371,33,,STANDARD,ENERGY_UTILITIES_AND_TELECOMMUNICATION,EMPLOYMENT,,,,,@gmx.net,False,False,AUT       ,AUT,true,False,AUT,True,True,True,0-2,2,Neumarkt an der Ybbs,false
age_>60,ITA,20154,20,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Milano,false
age_>60,USA,15125,15,,STANDARD,,,,,,,@gmail.com,False,False,GRC       ,SYR,false,False,GRC,True,True,False,0-2,,Marousi,false
age_32_38,FRA,77720,77,,,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,NULL,True,12+,,Grandpuits-Bailly-Carrois,false
age_46_52,NLD,7555 CH,75,,STANDARD,,,,,,,@gmail.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,2,Hengelo,false
age_46_52,FRA,60490,60,FREELANCER,BUSINESS_CARD,MANAGEMENT_CONSULTANCY,,,,,,@yahoo.fr,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,CONCHY-LES-POTS,false
age_53_59,BIH,4600,46,,STANDARD,,,,,,,@gmail.com,False,False,AUT       ,,true,False,CHE,False,False,False,12+,,Wels,false
age_25_31,ITA,21048,21,ITA_SELF_EMPLOYED,BUSINESS_CARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,3,Solbiate Arno,false
age_32_38,GBR,NW6 6az,NW,,,,,,,,,@ymail.com,False,True,GBR       ,,true,False,GBR,True,True,False,0-2,,London,false
age_25_31,DEU,65187,65,STUDENT,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,Wiesbaden,false
age_18_24,ITA,6020,60,STUDENT,,,,,,,,@gmail.com,False,False,AUT       ,,true,False,ITA,False,NULL,False,12+,,Innsbruck,false
age_32_38,DEU,7000,70,FREELANCER,BUSINESS_CARD,ADVERTISING,,,,,,@david-marik.ch,False,False,CHE       ,,true,False,CHE,True,True,False,0-2,,Chur,false
age_25_31,DNK,13414,13,FREELANCER,BUSINESS_METAL,MANUFACTURE_CHEMICAL_PRODUCTS,,,,,,@hotmail.com,False,False,EST       ,,true,False,DNK,False,False,False,12+,,Tallinn,false
age_39_45,FRA,11500,11,,,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,12+,,Quillan,false
age_53_59,ITA,07035,07,ITA_SELF_EMPLOYED,,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,Sedini,false
age_46_52,ITA,00153,00,ITA_SELF_EMPLOYED,BUSINESS_CARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,1,Roma,false
age_25_31,ESP,08916,08,SALES_MARKETING,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,,Badalona,false
age_18_24,ITA,38050,38,ITA_STUDENT,STANDARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,Calceranica al Lago,false
age_18_24,FRA,31000,31,,STANDARD,LEGAL_TAX_AUDIT_AND_ACCOUNTING_SERVICES,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Toulouse,false
age_32_38,NLD,6191jj,61,,,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,ONLINE_PURCHASES,@gmail.com,False,False,NLD       ,NLD,true,False,NLD,True,NULL,True,12+,,Beek,false
age_18_24,FRA,38330,38,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Saint-Nazaire-les-Eymes,false
age_25_31,CZE,28203,28,STUDENT,STANDARD,,,,,,,@hfk-bremen.de,False,True,DEU       ,,true,False,CZE,False,True,False,12+,,Bremen,false
age_46_52,FRA,04240,04,,STANDARD,,,,,,,@orange.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Annot,false
age_25_31,CIV,95230,95,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,CIV,false,False,FRA,True,True,False,0-2,,Soisy-sous-Montmorency,false
age_>60,FRA,92290,92,,,BANKING_AND_INSURANCE,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,4+,CHÂTENAY-MALABRY,true
age_18_24,ESP,28028,28,STUDENT,,,FAMILY_INCOME,,,,DAY_TO_DAY_EXPENSES,@avanzasa.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,2,Madrid,true
age_18_24,FRA,08160,08,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Boutancourt,true
age_39_45,POL,3763,37,STUDENT,STANDARD,,PENSION,,,,,@gmail.com,False,False,AUT       ,POL,false,False,POL,False,False,False,0-2,1,Niederösterreich,true
age_18_24,IRL,D11E6H0,D1,FREELANCER,,,GRANTS,,,,ONLINE_PURCHASES,@gmail.com,False,True,IRL       ,IRL,true,False,IRL,True,True,True,0-2,1,Dublin,true
age_>60,FRA,77370,77,,METAL_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Fontenailles,true
age_18_24,PRT,1950,19,FREELANCER,BUSINESS_METAL,MANUFACTURE_FOOD_FEED_PRODUCTS,EMPLOYMENT,,,,,@gmail.com,False,False,BEL       ,PRT,false,False,BEL,True,False,False,0-2,1,Krainnem,true
age_18_24,FRA,75019,75,,METAL_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Paris,true
age_46_52,PHL,95870,95,,SMART,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@yahoo.com,False,True,FRA       ,PHL,false,False,PHL,False,NULL,False,0-2,2,Bezons,true
age_18_24,FRA,92290,92,,STANDARD,,,,,,,@live.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Châtenay-Malabry,true
age_18_24,FRA,75018,75,FREELANCER,BUSINESS_CARD,WHOLESALE_TRADE,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Paris,true
age_18_24,ROU,93390,93,FREELANCER,BUSINESS_CARD,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,False,FRA       ,ROU,false,False,FRA,True,True,False,0-2,1,Clichy-sous-Bois,true
age_>60,BRA,37124,37,ITA_RETIRED,,,PENSION,,,,,@hotmail.com,False,True,ITA       ,BRA,false,False,BRA,False,True,False,0-2,2,Verona,true
age_>60,ESP,46901,46,,,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,EMPLOYMENT,,,,,@gmail.com,False,True,ESP       ,ESP,true,False,ESP,True,True,True,0-2,1,Torrent,true
age_25_31,GBR,DA11 9QP,DA,,,,,,,,,@hotmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,3-5,,Northfleet,true
age_25_31,POL,55120,55,,,,,,,,,@gmail.com,False,True,POL       ,,true,False,POL,True,False,True,0-2,,Mainz,true
age_39_45,ESP,06200,06,STUDENT,,,,,,,,@gmail.com,False,True,ESP       ,,true,False,ESP,True,True,True,0-2,,Almendralejo,true
age_53_59,DEU,48165,48,PENSIONER,STANDARD,,PENSION,,,,ONLINE_PURCHASES,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,2,Münster,true
age_32_38,FRA,78000,78,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Versailles,true
age_32_38,GBR,Cv33an,Cv,,,,,,,,,@yahoo.com,False,True,GBR       ,,true,False,GBR,True,True,False,0-2,,Coventry,true
age_32_38,ITA,80014,80,FREELANCER,BUSINESS_CARD,FINANCIAL_SERVICES,,,,,,@live.it,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Campania,true
age_18_24,FRA,93210,93,FREELANCER,,SUPPLY_DISPOSAL,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Saint-Denis,true
age_46_52,ITA,27027,27,FREELANCER,BUSINESS_CARD,CONSTRUCTION,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,False,True,0-2,,Gropello Cairoli,true
age_18_24,FRA,75010,75,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Paris,true
age_39_45,FRA,67115,67,,,,,,,,,@gmail.com,False,True,FRA       ,,true,False,FRA,True,False,False,0-2,,Plobsheim,true
age_25_31,ITA,30455,30,,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,ITA,false,False,DEU,True,False,False,0-2,1,Hannover,true
age_25_31,POL,81-001,81,FREELANCER,,CONSTRUCTION,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,True,POL       ,POL,true,False,POL,True,True,True,0-2,1,Gdynia,true
age_18_24,GBR,EH8 9SP,EH,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,Edinburgh,false
age_>60,ESP,33423,33,,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,,true,False,ESP,True,True,True,0-2,,Urb. Soto de LLanera  Asturias,false
age_18_24,ITA,82100,82,ITA_STUDENT,STANDARD,,FAMILY,,,,,@libero.it,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,,Benevento,false
age_39_45,FRA,28210,28,FREELANCER,BUSINESS_SMART,CONSTRUCTION,CAPITAL_MARKET_INCOME,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Nogent-le-Roi,false
age_32_38,GBR,07002,07,EDUCATION,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,False,3-5,,Palma,false
age_18_24,ITA,50135,50,FREELANCER,STANDARD,HOSPITALITY,,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,,Firenze,false
age_25_31,ITA,13043,13,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,CIGLIANO,false
age_32_38,PYF,51100,51,,,,,,,,,@hotmail.fr,False,False,FRA       ,,true,False,,NULL,NULL,False,12+,,Reims,false
age_18_24,DEU,30449,30,FREELANCER,BUSINESS_CARD,OTHER_SERVICE_ACTIVITIES,,,,,,@gmx.de,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,Hannover,false
age_25_31,MEX,08015,08,UNEMPLOYED,,,FAMILY_INCOME,,,,DAY_TO_DAY_EXPENSES,@gmail.com,False,False,ESP       ,MEX,false,False,ESP,True,NULL,False,12+,,Barcelona,false
age_18_24,ITA,05039,05,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Vascigliano,false
age_25_31,DEU,74706,74,FREELANCER,,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@web.de,False,False,DEU       ,DEU,true,False,DEU,True,NULL,True,12+,,Osterburken,false
age_39_45,ESP,17300,17,FREELANCER,,,,,,,,@gmail.com,False,False,ESP       ,,true,False,ESP,True,NULL,True,12+,,Blanes,false
age_46_52,FRA,75003,75,,METAL_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,paris,false
age_32_38,DEU,32689,32,,,HEALTH_SERVICES_AND_SOCIAL_WELFARE,EMPLOYMENT,,,,,@googlemail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,2,Kalletal,false
age_46_52,AUT,1110,11,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,AUT       ,,true,False,AUT,True,True,True,12+,,VIENNA,false
age_32_38,PER,50354,50,,STANDARD,,,,,,,@hotmail.com,False,False,DEU       ,,true,False,DEU,True,True,False,0-2,,Hürth,false
age_18_24,FRA,14123,14,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Ifs,false
age_18_24,GIN,93140,93,FREELANCER,,ENERGY_UTILITIES_AND_TELECOMMUNICATION,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,GIN,false,True,FRA,True,NULL,False,12+,,Bondy,false
age_53_59,ITA,58100,58,ITA_EMPLOYEE_PUBLIC_SECTOR,STANDARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,Grosseto,false
age_46_52,POL,01-318,01,,STANDARD,TRAVEL_AGENCIES_AND_REAL_ESTATE_AGENTS,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,False,POL       ,POL,true,False,POL,True,True,True,0-2,3,Warszawa,false
age_46_52,ESP,08207,08,FREELANCER,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,False,True,0-2,2,SABADELL,false
age_53_59,FRA,71380,71,,,,,,,,,@live.fr,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,12+,,Epervans,false
age_25_31,DZA,94120,94,UNEMPLOYED,,,FAMILY_INCOME,,,,,@hotmail.com,False,False,FRA       ,DZA,false,False,FRA,True,False,False,0-2,1,Fontenay-sous-Bois,false
age_25_31,IRL,,,,,,,,,,,@gmail.com,False,False,IRL       ,,true,False,,NULL,NULL,True,12+,,,false
age_25_31,ESP,28039,28,STUDENT,STANDARD,,,,,,,@hotmail.com,False,False,ESP       ,,true,False,ESP,True,True,True,0-2,,Madrid,false
age_46_52,GB,10119,10,CEO,STANDARD,,,,,,,@holmesplace.com,False,False,DEU       ,,true,False,DEU,True,True,False,12+,,Berlin,false
age_46_52,DEU,75031,75,FREELANCER,,OTHER_SERVICE_ACTIVITIES,,,,,,@leitmotiv.de,False,False,DEU       ,,true,False,DEU,True,NULL,True,12+,,Eppingen,false
age_53_59,DEU,12627,12,,BUSINESS_CARD,,,,,,,@icloud.com,False,False,DEU       ,,true,False,,NULL,NULL,True,0-2,,Berlin,false
age_46_52,SEN,75012,75,FREELANCER,,TELECOMMUNICATIONS,,,,,,@baatineagency.com,False,False,FRA       ,SEN,false,False,FRA,True,NULL,False,12+,,Paris,false
age_32_38,ITA,47891,47,,,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,12+,2,Dogana SAN MARINO,false
age_32_38,ITA,20063,20,ITA_EMPLOYEE_PRIVATE_SECTOR,STANDARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,1,Cernusco sul Naviglio (MI),false
age_18_24,GRC,54500,54,,STANDARD,,,,,,,@yahoo.gr,False,False,GRC       ,GRC,true,False,GRC,True,True,True,0-2,,Thessaloniki,false
age_25_31,ITA,70182,70,,,,,,,,,@gmail.com,False,True,DEU       ,ITA,false,False,ITA,False,NULL,True,12+,,Stuttgart,false
age_>60,POL,24619,24,,,,,,,,,@onet.eu,False,False,DEU       ,,true,False,DEU,True,False,False,0-2,,Schleswig-Holstein,false
age_32_38,CHL,01097,01,FREELANCER,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,,NULL,True,False,6-8,,Dresden,false
age_39_45,FRA,62290,62,FREELANCER,BUSINESS_CARD,WHOLESALE_TRADE,,,,,,@outlook.fr,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Noeux les mines,false
age_32_38,NLD,1503 CE,15,FREELANCER,,CONSTRUCTION,EMPLOYMENT,,,,DAY_TO_DAY_EXPENSES,@gmail.com,False,False,NLD       ,NLD,true,False,NLD,True,NULL,True,12+,,Zaandam,false
age_>60,DEU,13355,13,,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,,NULL,NULL,True,0-2,,Berlin,false
age_32_38,ITA,10441,10,PENSIONER,,CONSTRUCTION,FAMILY_INCOME,,,,PERSONAL_PROJECTS,@libero.it,False,False,GRC       ,ITA,false,False,ITA,False,NULL,False,12+,,Atene,false
age_32_38,GRC,542 48,54,EMPLOYEE,STANDARD,,,,,,,@gmail.com,False,False,GRC       ,,true,False,,NULL,False,True,0-2,,Thessaloniki,false
age_32_38,ROU,94120,94,FREELANCER,,SPECIALIST_SERVICES,,,,,,@gmail.com,False,False,FRA       ,,true,False,,NULL,NULL,False,12+,,Fontenay-sous-Bois,false
age_32_38,FRA,83700,83,FREELANCER,,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,1,Saint Raphaël,false
age_25_31,POL,37-700,37,,STANDARD,,,,,,,@o2.pl,False,False,POL       ,POL,true,False,POL,True,True,True,0-2,,Przemyśl,false
age_18_24,FRA,75019,75,STUDENT,BLACK_CARD_MONTHLY,,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Paris,false
age_>60,FRA,35580,35,FREELANCER,BUSINESS_CARD,ARCHITECTURAL_OFFICE,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Guichen,false
age_25_31,ROU,3511,35,FREELANCER,,IT_SERVICES,EMPLOYMENT,,,,,@gmail.com,False,False,AUT       ,ROU,false,False,AUT,True,True,False,0-2,2,Klein Wien,false
age_46_52,DEU,09353,09,OTHER,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,,NULL,True,True,0-2,,Oberlungwitz,false
age_25_31,CHL,10999,10,,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,False,12+,,Berlin,false
age_32_38,GBR,NW25HL,NW,,,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,NULL,False,12+,,London,false
age_39_45,FRA,34980,34,LEAD,STANDARD,,,,,,,@orange.fr,False,False,FRA       ,,true,False,,NULL,True,True,0-2,,Saint-Gély-du-Fesc,false
age_25_31,FRA,88230,88,STUDENT,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,,NULL,True,True,0-2,,Fraize,false
age_18_24,LTU,21012,21,STUDENT,STANDARD,,,,,,,@gmail.com,False,True,LTU       ,,true,False,,NULL,True,True,0-2,,Ukmergė,false
age_32_38,FR,77360,77,WITHOUT,SMART,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Vaires-sur-Marne,false
age_32_38,ITA,78727,78,FREELANCER,BUSINESS_CARD,OTHER_MANUFACTURING_INDUSTRY,,,,,,@gmail.com,False,False,DEU       ,,true,False,ITA,False,True,False,0-2,,Oberndorf am Neckar,false
