age,nationality,zip_code,zip_short,occupation,product_type,industry,income_source,income_range,funds_origin,second_nationality,purpose_of_account,email_domain,pep,phone_country_unsupported,tnc_country,birth_country,tnc_like_birth,care_of_address,phone_country,phone_tnc_country,ip_tnc_country,nat_tnc_country,su_kyci_day,device_token_no,address,is_fraudster
age_25_31,ITA,E15 1BQ,E1,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,False,0-2,,London,true
age_32_38,ITA,75020,75,FREELANCER,,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,DZA,false,False,FRA,True,False,False,0-2,1,Paris,true
age_39_45,ITA,80034,80,OTHER,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,,NULL,True,True,0-2,,Marigliano,true
age_39_45,FRA,60500,60,,,,,,,,,@laposte.net,False,True,FRA       ,,true,False,FRA,True,False,True,0-2,,VINEUIL ST FIRMIN,true
age_25_31,KAZ,06110,06,,METAL_CARD_MONTHLY,,,,,,,@mail.ru,False,True,FRA       ,,true,True,RUS,False,NULL,False,0-2,,Le Cannet,true
age_32_38,CIV,93100,93,,,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,SALARY,BETWEEN_1001_AND_2500_EURO,EUROPE_EU,,DAY_TO_DAY_EXPENSES,@gmail.com,False,True,FRA       ,CIV,false,False,USA,False,NULL,False,12+,,Montreuil,true
age_53_59,FRA,27000,27,,,,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,NULL,True,0-2,2,EVREUX,true
age_46_52,DEU,44300,44,,,,,,,,,@n26.com_TEMP7816,False,True,FRA       ,,true,True,,NULL,NULL,False,12+,,Nantes,true
age_25_31,FRA,69300,69,FREELANCER,BUSINESS_CARD,OTHER,,,,,,@sixtrone.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Caluire-et-Cuire,true
age_46_52,DEU,dufmitk,du,PUPIL,,,,,,,,@n26.com_TEMP2590,False,True,DEU       ,,true,False,,NULL,NULL,True,12+,,kajpzcretw,true
age_25_31,DEU,31275,31,,STANDARD,,,,,,,@live.de,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,,Lehrte,true
age_18_24,NLD,8911 GK,89,FREELANCER,,,GOVERNMENT_PAYMENTS,,,,,@icloud.com,False,True,NLD       ,NLD,true,False,NLD,True,True,True,0-2,2,Leeuwarden,true
age_39_45,ESP,28915,28,,,AGRICULTURE_AND_FORESTRY,EMPLOYMENT,,,,,@hotmail.com,False,True,ESP       ,COL,false,False,ESP,True,True,True,0-2,3,Leganes,true
age_18_24,DEU,76287,76,FREELANCER,,,GOVERNMENT_PAYMENTS,,,,,@gmail.com,False,True,DEU       ,DEU,true,False,DEU,True,NULL,True,12+,,Rheinstetten,true
age_39_45,ITA,80147,80,ITA_SELF_EMPLOYED,STANDARD,,FAMILY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,1,Napoli,true
age_18_24,FRA,94700,94,,,,,,,,,@gmail.com,False,True,FRA       ,MAR,false,False,FRA,True,True,True,0-2,2,Maisons-Alfort,true
age_32_38,DEU,76351,76,FREELANCER,FLEX_ACCOUNT_MONTHLY,MINING,,,,,,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,2,Linkenheim-Hochstetten,true
age_39_45,ITA,70032,70,ITA_EMPLOYEE_PRIVATE_SECTOR,STANDARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,Bitonto,true
age_18_24,DEU,76829,76,UNEMPLOYED,FLEX_ACCOUNT_MONTHLY,,FAMILY_INCOME,,,,,@web.de,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,1,Landau in der Pfalz,true
age_18_24,FRA,14190,14,STUDENT,,,GAMBLING_WINNINGS,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,villeneuve de marsant,true
age_>60,BEL,7301,73,,STANDARD,,,,,,,@gmail.com,False,False,BEL       ,BEL,true,False,FRA,False,True,True,0-2,,Hornu,true
age_25_31,DEU,72355,72,FREELANCER,BUSINESS_CARD,WHOLESALE_TRADE,,,,,,@gmx.de,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,Schömberg,true
age_46_52,ESP,03015,03,FREELANCER,,,,,,,,@hotmail.fr,False,True,ESP       ,DZA,false,False,ESP,True,True,True,0-2,,Alicante (Alacant),true
age_25_31,FRA,06800,06,,BLACK_CARD_MONTHLY,,,,,,,@sfr.fr,False,False,FRA       ,,true,False,FRA,True,False,True,0-2,,CAGNES-SUR-MER,true
age_18_24,GBR,SW6 6HP,SW,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,London,true
age_32_38,FRA,74350,74,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Cruseilles,true
age_46_52,ESP,08110,08,,,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@gmail.com,False,True,ESP       ,ESP,true,False,ESP,True,True,True,0-2,2,Catalunya,true
age_>60,POL,2700,27,FREELANCER,,AGRICULTURE_AND_FORESTRY,EMPLOYMENT,,,,,@op.pl,False,True,AUT       ,POL,false,False,POL,False,False,False,0-2,2,Wiener Neustadt,true
age_25_31,AUT,13409,13,,,,,,,,,@web.de,False,True,DEU       ,AUT,false,False,DEU,True,True,False,0-2,3,Berlin,true
age_25_31,FRA,77340,77,,METAL_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Pontault-Combault,true
age_32_38,DZA,93300,93,FREELANCER,,VEHICLE_TRADE_AND_SERVICES,EMPLOYMENT,,,,ONLINE_PURCHASES,@gmail.com,False,True,FRA       ,DZA,false,False,FRA,True,True,False,0-2,3,Aubervilliers,true
age_25_31,DEU,10117,10,FREELANCER,,,FAMILY_INCOME,,,,,@gmail.com,False,True,DEU       ,DEU,true,False,DEU,True,False,True,0-2,2,Hamburg,true
age_18_24,FRA,93190,93,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Livry-Gargan,true
age_25_31,NLD,5122 GM,51,,,VEHICLE_TRADE_AND_SERVICES,EMPLOYMENT,,,,ONLINE_PURCHASES,@gmail.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,2,Rijen,true
age_53_59,ESP,45514,45,FREELANCER,BUSINESS_CARD,,PENSION,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,False,True,0-2,2,Toledo,true
age_18_24,BEL,7080,70,STUDENT,STANDARD,,FAMILY_INCOME,,,,,@hotmail.com,False,False,BEL       ,BEL,true,False,BEL,True,True,True,0-2,2,Eugies,true
age_18_24,FRA,66200,66,,,,,,,,,@hotmail.fr,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Alénya,true
age_25_31,GEO,1180,11,FREELANCER,BUSINESS_BLACK,CONSTRUCTION,,,,,,@gmail.com,False,True,AUT       ,GEO,false,False,GEO,False,False,False,0-2,3,Wien,true
age_32_38,PRT,2580-652,25,,STANDARD,,,,,,,@gmail.com,False,False,PRT       ,,true,False,PRT,True,True,True,0-2,,OTA - Alenquer,true
age_39_45,DEU,36039,36,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,DEU       ,KAZ,false,False,DEU,True,True,True,0-2,1,Fulda,true
age_25_31,ESP,52006,52,,,,,,,,,@gmail.com,False,True,ESP       ,,true,False,ESP,True,True,True,12+,,Melilla,true
age_25_31,FRA,93140,93,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,True,FRA,True,True,True,0-2,,Bondy,true
age_25_31,BRA,1058xv,10,FREELANCER,BUSINESS_METAL,,FAMILY_INCOME,,,,,@gmail.com,False,False,NLD       ,BRA,false,False,BEL,False,True,False,0-2,2,Amsterdam,true
age_46_52,GBR,28120,28,,METAL_CARD_MONTHLY,,,,,,,@msn.com,False,True,ESP       ,,true,False,MAR,False,False,False,12+,,madrid,true
age_25_31,GIN,1080,10,,,,,,,,,@nrecrute.com,False,True,BEL       ,GIN,false,False,FRA,False,NULL,False,12+,,Molenbeek-Saint-Jean,true
age_18_24,FRA,45000,45,,SMART,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,1,Orleans,true
age_39_45,ITA,94110,94,FREELANCER,,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,DZA,false,False,FRA,True,True,False,0-2,2,Paris,true
age_39_45,ESP,08397,08,UNEMPLOYED,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,,Barcelona,true
age_18_24,ESP,22035,22,ITA_EMPLOYEE_PUBLIC_SECTOR,BLACK_CARD_MONTHLY,,SALARY,,,,,@gmail.com,False,False,ITA       ,ECU,false,False,ITA,True,True,False,0-2,2,Canzo,true
age_39_45,PRT,9240-116,92,,,,,,,,,@sapo.pt,False,True,PRT       ,,true,False,PRT,True,True,True,0-2,,Funchal,true
age_25_31,BRA,2855-233,28,FREELANCER,,FINANCIAL_SERVICES,,,,,,@gmail.com,False,True,PRT       ,BRA,false,False,PRT,True,True,False,0-2,2,Laranjeiro,true
age_>60,FRA,94440,94,PENSIONER,,,PENSION,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,6-8,4+,Villecresnes,true
age_53_59,DEU,77963,77,,FLEX_ACCOUNT_MONTHLY,,,,,,,@t-online.de,False,False,DEU       ,,true,False,DEU,True,True,True,12+,,Schwanau,true
age_18_24,GBR,MK41 7HN,MK,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,bedford,true
age_18_24,POL,9800,98,FREELANCER,BUSINESS_CARD,CONSTRUCTION,EMPLOYMENT,,,,ONLINE_PURCHASES,@gmail.com,False,False,AUT       ,POL,false,False,POL,False,False,False,0-2,2,Spittal an der Drau,true
age_53_59,BEL,4690,46,PENSIONER,SMART,,PENSION,,,,SALARY_OR_PENSION,@gmail.com,False,False,BEL       ,DEU,false,False,BEL,True,False,True,0-2,1,Glons,true
age_46_52,ITA,70043,70,,,,,,,,,@gmail.com,False,True,ITA       ,,true,False,ITA,True,NULL,True,0-2,,Monopoli,true
age_>60,ITA,10095,10,ITA_RETIRED,,,PENSION,,,,,@gmail.com,False,True,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,Grugliasco,true
age_18_24,KAZ,32052,32,FREELANCER,BUSINESS_METAL,FINANCIAL_SERVICES,DONATIONS,,,,,@gmail.com,False,True,DEU       ,KAZ,false,False,USA,False,False,False,0-2,1,Herford,true
age_53_59,GBR,EH35 5JF,EH,,,,,,,,,@icloud.com,False,True,GBR       ,,true,False,GBR,True,True,True,12+,,Ormiston,true
age_32_38,ITA,47058,47,,,CONSTRUCTION,EMPLOYMENT,,,,,@gmail.com,False,True,DEU       ,GHA,false,False,DEU,True,True,False,0-2,2,Duisburg,true
age_53_59,ITA,10154,10,,,,,,,,,@live.it,False,True,ITA       ,,true,False,ITA,True,True,True,0-2,,Torino,true
age_25_31,FRA,75010,75,FREELANCER,BUSINESS_BLACK,MANAGEMENT_CONSULTANCY,,,,,,@hotmail.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Paris,true
age_32_38,PRT,92110,92,FREELANCER,,OTHER_SERVICE_ACTIVITIES,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,PRT,false,True,FRA,True,False,False,0-2,1,Clichy,true
age_18_24,SGP,68167,68,STUDENT,STANDARD,,GRANTS,,,,,@hotmail.com,False,True,DEU       ,SGP,false,False,SGP,False,False,False,0-2,2,Mannheim,true
age_46_52,NLD,34070,34,,,,,,,,,@gmail.com,False,True,FRA       ,MAR,false,True,FRA,True,True,False,0-2,2,Montpellier,true
age_18_24,DEU,54296,54,STUDENT,METAL_CARD_MONTHLY,,FAMILY_INCOME,,,,FREELANCER_ACTIVITY,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,NULL,True,0-2,1,Trier,true
age_46_52,ITA,90011,90,EMPLOYEE,,,,,,,,@gmail.com,False,True,ITA       ,,true,False,ITA,True,True,True,0-2,,BAGHERIA,true
age_32_38,FRA,46100,46,,METAL_CARD_MONTHLY,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,SALARY,LESS_THAN_1000_EURO,EUROPE,,PERSONAL_PROJECTS,@yahoo.com,False,False,FRA       ,BRA,false,False,FRA,True,True,True,0-2,3,Figeac,true
age_18_24,GRC,54454,54,FREELANCER,,EDUCATION_AND_SCIENCE,EMPLOYMENT,,,,,@gmail.com,False,True,GRC       ,GRC,true,False,GRC,True,True,True,0-2,2,Thessaloniki,true
age_25_31,FRA,93360,93,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Neuilly-Plaisance,true
age_32_38,DEU,42115,42,,FLEX_ACCOUNT_MONTHLY,,,,,,,@outlook.de,False,False,DEU       ,,true,False,DEU,True,True,True,3-5,,Wuppertal,true
age_18_24,FRA,60400,60,FREELANCER,BUSINESS_CARD,EDUCATION_AND_TEACHING,,,,,,@icloud.com,False,False,FRA       ,COD,false,False,FRA,True,True,True,0-2,,Sempigny,true
age_46_52,FRA,13008,13,,,,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Marseille,true
age_53_59,DEU,85101,85,,SMART,,,,,,,@mail.ru,False,False,DEU       ,RUS,false,False,DEU,True,True,True,0-2,,Lenting,true
age_39_45,GBR,CR0 3NX,CR,,STANDARD,,,,,,,@hotmail.co.uk,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,Croydon,true
age_25_31,DEU,10785,10,FREELANCER,FLEX_ACCOUNT_MONTHLY,ARCHITECTURAL_OFFICE,,,,,,@web.de,False,False,DEU       ,,true,False,DEU,True,True,True,6-8,,Berlin,true
age_>60,BEL,6032,60,PENSIONER,STANDARD,,PENSION,,,,,@gmail.com,False,False,BEL       ,BEL,true,False,BEL,True,True,True,0-2,2,MONT SUR MARCHIENNE,true
age_39_45,ROU,21423,21,FREELANCER,,VEHICLE_TRADE_AND_SERVICES,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,True,DEU       ,DEU,true,False,DEU,True,True,False,0-2,1,Drage,true
age_18_24,ROU,60594,60,,STANDARD,AGRICULTURE_AND_FORESTRY,EMPLOYMENT,,,,,@gmail.com,False,True,DEU       ,ROU,false,False,ROU,False,False,False,0-2,1,Frankfurt am Main,true
age_18_24,FRA,08220,08,UNEMPLOYED,STANDARD,,GAMBLING_WINNINGS,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Rocquigny,true
age_53_59,DEU,34123,34,,,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,,@gmail.com,False,True,DEU       ,DEU,true,False,DEU,True,True,True,0-2,2,Kassel,true
age_25_31,DEU,12051,12,FREELANCER,FLEX_ACCOUNT_MONTHLY,OTHER_MANUFACTURING_INDUSTRY,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,Berlin,true
age_39_45,FR,91170,91,EMPLOYEE,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,3-5,,Viry-Châtillon,true
age_18_24,FRA,77290,77,STUDENT,BLACK_CARD_MONTHLY,,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Mitry-Mory,true
age_32_38,FRA,66410,66,,STANDARD,EDUCATION_AND_SCIENCE,EMPLOYMENT,,,,,@hotmail.fr,False,True,FRA       ,FRA,true,False,,NULL,True,True,0-2,2,Villelongue de la Salanque,true
age_25_31,FRA,31470,31,FREELANCER,BUSINESS_BLACK,HEALTH_SERVICES_AND_SOCIAL_WELFARE,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,FONSORBE,true
age_25_31,ITA,16165,16,ITA_SELF_EMPLOYED,,,SELLING_OF_REAL_ESTATE_WEALTH,,,,,@gmail.com,False,True,ITA       ,ITA,true,False,ITA,True,False,True,0-2,,Genova,true
age_25_31,DEU,21217,21,,FLEX_ACCOUNT_MONTHLY,,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,True,12+,,Seevetal,true
age_18_24,FRA,94130,94,,METAL_CARD_MONTHLY,TRAVEL_AGENCIES_AND_REAL_ESTATE_AGENTS,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,1,Notent sur marne,true
age_32_38,FRA,93270,93,,,,,,,,,@outlook.fr,False,True,FRA       ,,true,False,FRA,True,True,True,0-2,,Sevran,true
age_25_31,FRA,42289,42,FREELANCER,BUSINESS_CARD,TRANSPORT,,,,,,@gmail.com,False,False,DEU       ,FRA,false,False,FRA,False,False,False,0-2,2,Wuppertal,true
age_18_24,POL,10717,10,FREELANCER,,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,DAY_TO_DAY_EXPENSES,@op.pl,False,True,DEU       ,POL,false,False,GBR,False,False,False,0-2,3,Berlin,true
age_39_45,FRA,76770,76,UNEMPLOYED,METAL_CARD_MONTHLY,,GOVERNMENT_PAYMENTS,,,,PERSONAL_PROJECTS,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,1,Malaunay,true
age_25_31,FRA,51100,51,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Reims,true
age_18_24,NLD,3765 WE,37,STUDENT,,,EMPLOYMENT,,,,DAY_TO_DAY_EXPENSES,@gmail.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,1,Soest,true
age_32_38,FRA,22290,22,,,CONSTRUCTION,EMPLOYMENT,,,,,@yahoo.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Goudelin,true
age_32_38,HRV,75010,75,FREELANCER,BUSINESS_BLACK,CONSTRUCTION,CAPITAL_MARKET_INCOME,,,,,@yahoo.com,False,False,FRA       ,HRV,false,False,FRA,True,True,False,0-2,3,Paris,true
age_18_24,NLD,1046 BD,10,,STANDARD,,,,,,,@gmail.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,1,Amsterdam,true
age_32_38,FRA,34300,34,,,,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,False,True,0-2,3,Agde,true
age_32_38,FRA,39260,39,FREELANCER,BUSINESS_CARD,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,3-5,,Moirans-en-Montagne,true
age_46_52,ESP,7340,73,EMPLOYEE,,,,,,,,@gmail.com,False,True,BEL       ,,true,False,BEL,True,True,False,0-2,,Colfontaine,true
age_18_24,COL,59-900,59,FREELANCER,STANDARD,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,EMPLOYMENT,,,,,@outlook.com,False,True,POL       ,COL,false,False,COL,False,True,False,0-2,3,Zgorzelec,true
age_18_24,IRL,D24HX52,D2,,,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,True,IRL       ,IRL,true,False,IRL,True,True,True,0-2,1,Dublin 24,true
age_46_52,AUT,2353,23,,STANDARD,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@gmail.com,False,False,AUT       ,UKR,false,False,AUT,True,True,True,0-2,3,Guntramsdorf,true
age_32_38,DEU,64283,64,STUDENT,,,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,True,DEU       ,DEU,true,False,DEU,True,True,True,0-2,2,Darmstadt,true
age_18_24,FRA,93210,93,FREELANCER,BUSINESS_BLACK,MANUFACTURE_TEXTILES,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Saint-Denis,true
age_18_24,FRA,75018,75,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,True,FRA,True,True,True,0-2,,Paris,true
age_>60,FRA,94550,94,,METAL_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,False,True,12+,,Chevilly-Larue,true
age_18_24,FRA,78300,78,FREELANCER,,,GRANTS,,,,,@yahoo.com,False,True,FRA       ,FRA,true,False,FRA,True,False,True,0-2,3,Poissy,true
age_25_31,FRA,02260,02,,,,,,,,,@gmail.com,False,True,FRA       ,,true,False,FRA,True,True,True,0-2,,la capelle,true
age_18_24,FRA,76250,76,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Déville-lès-Rouen,true
age_25_31,PRT,4050-428,40,FREELANCER,,OTHER,,,,,,@n26.com,False,True,PRT       ,,true,False,,NULL,True,True,0-2,,Porto,true
age_25_31,FRA,63200,63,,,,,,,,,@outlook.fr,False,True,FRA       ,,true,False,FRA,True,True,False,0-2,,Riom,true
age_25_31,ITA,42100,42,,,,,,,,,@outlook.fr,False,True,FRA       ,ITA,false,False,FRA,True,True,False,0-2,1,Saint-Etienne,true
age_32_38,FRA,94300,94,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,4+,Vincennes,true
age_25_31,PRT,95000,95,FREELANCER,,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,True,FRA       ,PRT,false,False,FRA,True,True,False,0-2,1,Cergy-Pontoise,true
age_53_59,FRA,04820,04,FREELANCER,,TRAVEL_AGENCIES_AND_REAL_ESTATE_AGENTS,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,NULL,True,0-2,1,Cereste,true
age_18_24,ITA,24050,24,ITA_UNEMPLOYED,STANDARD,,FAMILY,,,,,@icloud.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,2,zanica,true
age_25_31,LVA,LV-1024,LV,WORKER,STANDARD,,,,,,,@gmail.com,False,False,LVA       ,,true,False,,NULL,True,True,0-2,,Riga,true
age_39_45,FRA,1760,17,FREELANCER,,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@me.com,False,True,BEL       ,FRA,false,False,BEL,True,True,False,0-2,1,Roosdaal,true
age_46_52,ITA,00158,00,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,False,False,0-2,,Roma,true
age_25_31,IND,81243,81,FREELANCER,,,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,True,DEU       ,IND,false,False,DEU,True,True,False,0-2,1,München,true
age_53_59,CHE,01170,01,,,,,,,,,@gmail.com,False,True,FRA       ,,true,False,FRA,True,NULL,False,12+,,Gex,true
age_32_38,FRA,94460,94,,,,,,,,,@outlook.fr,False,True,FRA       ,,true,False,FRA,True,True,False,0-2,,Valenton,true
age_18_24,PRT,1950-339,19,STUDENT,,,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,True,PRT       ,GBR,false,False,PRT,True,True,True,0-2,4+,Lisboa,true
age_25_31,DEU,90762,90,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,3,Fürth,true
age_18_24,GBR,HA9 9uf,HA,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,Wembley,true
age_25_31,FRA,72700,72,FREELANCER,BUSINESS_BLACK,,SALARY,,,,DAY_TO_DAY_EXPENSES,@gmail.com,False,False,FRA       ,MYT,false,True,FRA,True,True,True,0-2,1,Allonnes,true
age_25_31,ROU,01307,01,,,,,,,,,@gmail.com,False,True,DEU       ,,true,False,ROU,False,True,False,12+,2,Dresden,true
age_32_38,FRA,31000,31,,BLACK_CARD_MONTHLY,,,,,,,@yahoo.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Toulouse,true
age_25_31,FR,95190,95,OTHER,STANDARD,COMMERCE,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Goussainville,true
age_18_24,FRA,93200,93,,,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,1,Saint-Denis,true
age_18_24,FRA,93700,93,,,,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Drancy,true
age_25_31,FRA,94380,94,EMPLOYEE,BLACK_CARD_MONTHLY,,,,,,,@hotmail.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Bonneuil-sur-Marne,true
age_46_52,DEU,36100,36,FREELANCER,,SPECIALIST_SERVICES,,,,,,@n26.com_TEMP1667,False,True,ITA       ,,true,False,,NULL,True,False,0-2,,Vicenza,true
age_53_59,GBR,29001,29,EDUCATION,,,,,,,,@gmail.com,False,True,ESP       ,,true,False,ESP,True,True,False,0-2,,Málaga,true
age_18_24,FRA,93200,93,FREELANCER,BUSINESS_CARD,RETAIL_TRADE,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,NULL,True,0-2,1,Saint-Denis,true
age_32_38,AUT,4860,48,FREELANCER,,ARTS_JEWELRY_AND_PAWN_SHOPS,INHERITANCE,,,,,@gmail.com,False,True,AUT       ,AUT,true,False,AUT,True,NULL,True,12+,,Lenzing,true
age_39_45,DEU,13059,13,STUDENT,,,,,,,,@gmx.de,False,True,DEU       ,,true,False,AUT,False,NULL,True,12+,,Berlin,true
age_32_38,ROU,41542,41,,STANDARD,AGRICULTURE_AND_FORESTRY,EMPLOYMENT,,,,,@gmail.com,False,True,DEU       ,ROU,false,False,ROU,False,False,False,0-2,1,Dormagen,true
age_32_38,FRA,93800,93,,,,,,,,,@gmail.com,False,True,FRA       ,,true,False,FRA,True,True,True,0-2,,Epinay sur Seine,true
age_18_24,FRA,78700,78,STUDENT,,,SALARY,BETWEEN_1001_AND_2500_EURO,EUROPE_EU,,SALARY_OR_PENSION,@gmail.com,False,True,FRA       ,COD,false,False,FRA,True,True,True,0-2,1,Conflans Sainte Honorine,true
age_53_59,GRC,11634,11,,,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,,@gmail.com,False,True,GRC       ,GRC,true,False,GRC,True,True,True,0-2,2,ATHENS,true
age_18_24,FRA,89340,89,FREELANCER,BUSINESS_METAL,AGRICULTURE,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Champigny,true
age_18_24,RUS,40740,40,FREELANCER,BUSINESS_CARD,ADVERTISING,,,,,,@yandex.ru,False,True,FIN       ,RUS,false,False,RUS,False,True,False,0-2,3,Jyväskylä,true
age_53_59,ITA,16143,16,ITA_UNEMPLOYED,,,LOTTERY_WINNING,,,,,@libero.it,False,True,ITA       ,ITA,true,False,ITA,True,True,False,0-2,1,Genova,true
age_25_31,CIV,85026,85,ITA_FREELANCER_AGENTI_DI_CAMBIO,BUSINESS_BLACK,,SALARY,,,,,@gmail.com,False,False,ITA       ,CIV,false,False,ITA,True,False,False,0-2,3,PALAZZO SAN GERVASIO PZ,true
