age,nationality,name_email,zip_code,zip_short,occupation,product_type,industry,income_source,income_range,funds_origin,second_nationality,purpose_of_account,email_domain,pep,phone_country_unsupported,tnc_country,birth_country,tnc_like_birth,care_of_address,phone_country,phone_tnc_country,ip_tnc_country,nat_tnc_country,su_kyci_day,device_token_no,address,is_fraudster
age_32_38,ESP,false,15406,15,FREELANCER,BUSINESS_CARD,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,3,Ferrol,false
age_25_31,FRA,true,75009,75,FREELANCER,STANDARD,EDUCATION_AND_SCIENCE,SALARY,BETWEEN_1001_AND_2500_EURO,EUROPE,,ONLINE_PURCHASES,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Paris,false
age_32_38,HRV,true,13086,13,EMPLOYEE,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,,NULL,True,False,0-2,,Berlin,false
age_25_31,SVK,false,91701,91,,,,,,,,,@gmail.com,False,False,SVK       ,,true,False,,NULL,NULL,True,12+,,Trnava,false
age_25_31,BRA,false,2080-187,20,,STANDARD,,,,,,,@outlook.com,False,False,PRT       ,,true,False,PRT,True,True,False,0-2,,Almeirim,false
age_18_24,DEU,true,07607,07,,FLEX_ACCOUNT_MONTHLY,,,,,,,@gmail.com,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,Eisenberg,false
age_32_38,FRA,false,75004,75,EMPLOYEE,,,,,,,,@gmail.com,False,True,FRA       ,,true,False,CIV,False,NULL,True,12+,,Paris,false
age_18_24,ESP,true,50007,50,STUDENT,,,,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,False,True,0-2,2,ZARAGOZA,false
age_39_45,DOM,false,28017,28,FREELANCER,,HOTEL_AND_GASTRONOMY,,,,,,@gmail.com,False,False,ESP       ,,true,False,,NULL,NULL,False,12+,,Madrid,false
age_32_38,FRA,true,75019,75,,,,,,,,,@yahoo.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Paris,false
age_18_24,MAR,true,47000,47,,METAL_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Agen,false
age_>60,ITA,true,35043,35,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,,Monselice,false
age_25_31,DEU,false,86470,86,FREELANCER,,TRADE_IN_MOTOR_VEHICLES,,,,,,@hotmail.de,False,False,DEU       ,,true,False,DEU,True,NULL,True,0-2,,Thannhausen,false
age_32_38,IND,true,99084,99,,STANDARD,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@gmail.com,False,False,DEU       ,IND,false,False,DEU,True,True,False,0-2,2,Erfurt,false
age_18_24,FRA,true,78955,78,,,,,,,,,@gamel.com,False,False,FRA       ,,true,False,FRA,True,NULL,True,12+,,Carrières sous poissy,false
age_25_31,ITA,true,20099,20,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,BRA,false,False,ITA,True,False,True,0-2,,Sesto San Giovanni,false
age_18_24,DEU,false,13086,13,OTHER,,,,,,,,@gmail.com,False,False,DEU       ,,true,False,,NULL,True,True,0-2,,Berlin,false
age_32_38,FRA,true,74140,74,,STANDARD,,,,,,,@hotmail.fr,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Douvaine,false
age_25_31,CZE,false,2211 GA,22,FREELANCER,BUSINESS_BLACK,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@icloud.com,False,True,NLD       ,CZE,false,False,CZE,False,False,False,0-2,3,Noordwijkerhout,false
age_>60,DEU,false,65239,65,PENSIONER,,,PENSION,,,,SALARY_OR_PENSION,@web.de,False,True,DEU       ,DEU,true,False,DEU,True,NULL,True,12+,,Hochheim,false
age_25_31,GBR,true,Tn395bh,Tn,,STANDARD,,,,,,,@hotmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,Bexhill,false
age_25_31,FRA,true,78440,78,,STANDARD,LEGAL_TAX_AUDIT_AND_ACCOUNTING_SERVICES,EMPLOYMENT,,,,,@laposte.net,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,1,Gargenville,false
age_25_31,DEU,true,1087,10,,STANDARD,,,,,,,@dreyer-herxheim.de,False,False,AUT       ,,true,False,DEU,False,NULL,False,0-2,,Wien,false
age_32_38,DZA,true,00185,00,,,,SALARY,,,,,@gmail.com,False,False,ITA       ,DZA,false,False,ITA,True,NULL,False,12+,,Roma RM,false
age_39_45,ITA,true,27029,27,,STANDARD,,,,,,,@gmail.com,False,False,ITA       ,,true,False,ITA,True,True,True,0-2,,Vigevano,false
age_18_24,ITA,true,27055,27,ITA_ENTREPRENEUR,,,FAMILY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,NULL,True,12+,,Rivanazzano Terme,false
age_32_38,FRA,true,94110,94,FREELANCER,BUSINESS_METAL,CONSTRUCTION,,,,,,@hotmail.fr,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Arcueil,false
age_25_31,GBR,true,S3 7XH,S3,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,GBR,true,False,GBR,True,True,True,0-2,,Sheffield,false
age_39_45,DEU,true,58455,58,,STANDARD,,,,,,,@wende-witten.de,False,False,DEU       ,,true,False,,NULL,True,True,0-2,,Witten,false
age_53_59,FRA,true,75018,75,FREELANCER,BUSINESS_CARD,PUBLISHING,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Paris,false
age_>60,FRA,true,71260,71,PENSIONER,STANDARD,BANKING_AND_INSURANCE,PENSION,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,SENOZAN,false
age_25_31,DEU,true,27568,27,,,,,,,,,@yahoo.com,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,Bremerhaven,false
age_46_52,FRA,true,94800,94,WITHOUT,STANDARD,,,,,,,@yahoo.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Villejuif,false
age_18_24,ITA,false,20068,20,,,,,,,,,@gmail.com,False,True,ITA       ,,true,False,ITA,True,True,False,0-2,,Lombardia,false
age_18_24,CAF,true,75018,75,,,,,,,,,@gmail.com,False,False,FRA       ,CAF,false,False,FRA,True,NULL,False,12+,,Paris,false
age_18_24,SGP,true,50677,50,,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,SGP,false,False,DEU,True,True,False,0-2,2,Köln,false
age_39_45,ESP,true,28025,28,AGRICULTURE_FARMING_FISHING,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,ARG,false,False,ESP,True,True,True,0-2,,Madrid,false
age_18_24,FRA,true,10178,10,,STANDARD,,,,,,,@sciencespo.fr,False,False,DEU       ,FRA,false,False,FRA,False,False,False,12+,2,Berlin,false
age_18_24,CIV,false,28000,28,,,,,,,,,@gmail.com,False,False,FRA       ,CIV,false,False,FRA,True,NULL,False,12+,,Chartres,false
age_18_24,FRA,false,77000,77,FREELANCER,BUSINESS_CARD,OTHER_SERVICE_ACTIVITIES,,,,,,@hotmail.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Melun,false
age_18_24,ESP,false,81373,81,,,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,EMPLOYMENT,,,,DAY_TO_DAY_EXPENSES,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,False,0-2,1,München,false
age_32_38,NLD,true,2716 PL,27,FREELANCER,STANDARD,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,False,NLD       ,,true,False,NLD,True,True,True,0-2,,Zoetermeer,false
age_32_38,IND,true,60389,60,FREELANCER,,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,True,DEU       ,,true,False,DEU,True,True,True,0-2,,Frankfurt am Main,false
age_39_45,ARG,true,17251,17,HOUSEWIFE,STANDARD,,,,,,,@hotmail.com,False,False,ESP       ,,true,False,ESP,True,True,False,0-2,,Calonge,false
age_53_59,FIN,false,20100,20,FREELANCER,,MEDIA_TECHNOLOGY_AND_CONSULTING,ASSET_SALES,,,,,@yahoo.co.uk,False,False,FIN       ,FIN,true,False,FIN,True,NULL,True,12+,,Turku,false
age_53_59,DZA,false,1050,10,FREELANCER,,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,,@gmail.com,False,False,BEL       ,DZA,false,False,BEL,True,True,False,0-2,3,Ixelles,false
age_39_45,AUT,true,4624,46,,STANDARD,MANUFACTURING_AND_INDUSTRIAL_PRODUCTION,EMPLOYMENT,,,,,@gmail.com,False,False,AUT       ,AUT,true,False,AUT,True,True,True,0-2,2,Pennewang,false
age_32_38,FRA,false,93500,93,,,,,,,,,@gmail.com,False,False,FRA       ,COM,false,False,FRA,True,True,True,12+,1,Pantin,false
age_25_31,FRA,true,75020,75,FREELANCER,STANDARD,,GOVERNMENT_PAYMENTS,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Paris,false
age_46_52,EGY,true,13005,13,EMPLOYEE,,,,,,,,@hotmail.fr,False,False,FRA       ,,true,False,,NULL,NULL,False,12+,,Marseille,false
age_18_24,DEU,true,76829,76,FREELANCER,,BANKING_AND_INSURANCE,EMPLOYMENT,,,,,@emailn.de,False,False,DEU       ,DEU,true,False,DEU,True,NULL,True,12+,,Landau in der Pfalz,false
age_53_59,FRA,false,40150,40,PENSIONER,METAL_CARD_MONTHLY,,FAMILY_INCOME,,,,,@free.fr,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Soorts-Hossegor,false
age_18_24,FRA,true,66140,66,STUDENT,,,,,,,,@gmail.col,False,False,FRA       ,,true,False,,NULL,NULL,True,12+,,Canet-en-Roussillon,false
age_32_38,TUR,true,10439,10,,,BANKING_AND_INSURANCE,EMPLOYMENT,,,,TRAVEL_OR_RELOCATION,@gmail.com,False,False,DEU       ,TUR,false,False,DEU,True,NULL,False,12+,,Berlin,false
age_32_38,GRC,true,17673,17,,,,,,,,,@gmail.com,False,False,GRC       ,,true,False,GRC,True,NULL,True,12+,,Kallithea,false
age_25_31,FRA,true,69290,69,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,9-11,,craponne,false
age_18_24,FRA,false,53000,53,,,,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Laval,true
age_25_31,NLD,false,3085 JH,30,,STANDARD,,,,,,,@hotmail.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,2,Rotterdam,true
age_32_38,FRA,true,91360,91,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Villemoison sur orge,true
age_25_31,NGA,true,F91AH32,F9,,STANDARD,,,,,,,@yahoo.com,False,False,IRL       ,NGA,false,False,IRL,True,True,False,0-2,1,Sligo,true
age_25_31,FRA,true,78190,78,FREELANCER,BUSINESS_METAL,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,True,FRA       ,,true,True,FRA,True,NULL,True,0-2,,Trappes,true
age_32_38,GHA,false,1106 HM,11,FREELANCER,,TRUSTS_AND_CHARITIES,FAMILY_INCOME,,,,,@gmail.com,False,True,NLD       ,GHA,false,False,NLD,True,NULL,False,12+,,Amsterdam,true
age_18_24,DEU,false,33189,33,TRAINEE,STANDARD,,,,,,,@gmail.com,False,False,DEU       ,,true,False,,NULL,True,True,0-2,,Schlangen,true
age_18_24,NLD,false,3314TD,33,,,,,,,,,@gmail.com,False,True,NLD       ,NLD,true,False,NLD,True,True,True,0-2,,Dordrecht,true
age_25_31,FRA,false,67200,67,,,,,,,,,@outlook.fr,False,True,FRA       ,CIV,false,False,FRA,True,True,True,0-2,,Strasbourg,true
age_18_24,FRA,false,91000,91,STUDENT,,,FAMILY_INCOME,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,1,Evry-Courcouronnes,true
age_53_59,ECU,false,28041,28,FREELANCER,BUSINESS_CARD,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,,@gmail.com,False,False,ESP       ,ECU,false,False,ESP,True,True,False,0-2,1,Madrid,true
age_18_24,FRA,false,91350,91,,,,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,4+,Grigny,true
age_39_45,FRA,false,78130,78,EMPLOYEE,METAL_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,,NULL,True,True,0-2,,Les Mureaux,true
age_39_45,ITA,true,35010,35,ITA_EMPLOYEE_PRIVATE_SECTOR,STANDARD,,SALARY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,3,Villanova di Camposampiero,true
age_39_45,ESP,false,43883,43,FREELANCER,,LEGAL_TAX_AUDIT_AND_ACCOUNTING_SERVICES,EMPLOYMENT,,,,,@economistes.com,False,True,ESP       ,ESP,true,False,ESP,True,True,False,0-2,2,Roda de Bera,true
age_18_24,FRA,false,75020,75,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,MDG,false,False,FRA,True,True,True,0-2,,Paris,true
age_18_24,NLD,false,3132 PK,31,,,AGRICULTURE_AND_FORESTRY,EMPLOYMENT,,,,SALARY_OR_PENSION,@hotmail.com,False,True,NLD       ,NLD,true,False,NLD,True,True,True,0-2,1,Vlaardingen,true
age_32_38,DEU,true,35321,35,FREELANCER,,COMMERCE,,,,,,@emailn.de,False,True,DEU       ,,true,False,DEU,True,NULL,True,12+,,Laubach,true
age_18_24,NLD,true,3311 NA,33,FREELANCER,,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,FREELANCER_ACTIVITY,@icloud.com,False,False,NLD       ,NLD,true,False,NLD,True,True,True,0-2,1,Dordrecht,true
age_>60,ITA,true,42010,42,FREELANCER,BUSINESS_BLACK,OTHER_SERVICE_ACTIVITIES,,,,,,@gmail.com,False,False,ITA       ,ROU,false,False,ITA,True,True,True,0-2,,Toano,true
age_18_24,FRA,false,75011,75,STUDENT,BLACK_CARD_MONTHLY,,GRANTS,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Paris,true
age_46_52,GBR,true,Se2 0qb,Se,,METAL_CARD_MONTHLY,,,,,,,@yahoo.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,London,true
age_18_24,SWE,false,5081,50,,BUSINESS_CARD,VEHICLE_TRADE_AND_SERVICES,ASSET_SALES,,,,,@gmail.com,False,True,AUT       ,SWE,false,False,GBR,False,False,False,0-2,2,Värnamo,true
age_>60,FRA,true,94420,94,,STANDARD,,,,,,,@icloud.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Le Plessis-Trévise,true
age_39_45,NGA,false,Se28 8th,Se,,,,,,,,,@yahoo.com,False,True,GBR       ,,true,False,GBR,True,True,False,0-2,,London,true
age_39_45,FRA,true,13014,13,FREELANCER,,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,GAMBLING_WINNINGS,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Marseille,true
age_18_24,FRA,true,91100,91,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Corbeil-Essonnes,true
age_39_45,FRA,false,13016,13,FREELANCER,BUSINESS_CARD,TRANSPORT,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Marseille,true
age_>60,SWE,true,60345,60,,STANDARD,,,,,,,@hotmail.com,False,False,SWE       ,SWE,true,False,SWE,True,True,True,0-2,3,Norrköping,true
age_25_31,IND,false,93700,93,FREELANCER,STANDARD,AGRICULTURE_AND_FORESTRY,FAMILY_INCOME,,,,,@icloud.com,False,False,FRA       ,IND,false,False,FRA,True,False,False,0-2,2,Drancy,true
age_25_31,CHE,false,43896,43,,STANDARD,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,,@gmail.com,False,False,ESP       ,CHE,false,False,ESP,True,True,False,0-2,2,L'Aldea,true
age_25_31,ITA,true,06300,06,FREELANCER,,VEHICLE_TRADE_AND_SERVICES,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,TUN,false,False,FRA,True,True,False,0-2,4+,Nice,true
age_39_45,FRA,true,25290,25,FREELANCER,,HOSPITALITY,,,,,,@gmail.com,False,True,FRA       ,,true,False,FRA,True,True,True,12+,,Ornans,true
age_39_45,ESP,false,29011,29,FREELANCER,METAL_CARD_MONTHLY,ARTS_JEWELRY_AND_PAWN_SHOPS,EMPLOYMENT,,,,,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,1,Malaga,true
age_18_24,CHN,true,96047,96,STUDENT,STANDARD,,FAMILY_INCOME,,,,,@outlook.com,False,False,DEU       ,CHN,false,False,DEU,True,True,False,0-2,2,Bamberg,true
age_39_45,CHN,false,1070,10,FREELANCER,,MEDIA_TECHNOLOGY_AND_CONSULTING,EMPLOYMENT,,,,,@gmail.com,False,True,AUT       ,CHN,false,False,THA,False,False,False,0-2,1,Vienna,true
age_32_38,PRT,false,NW6 5SX,NW,,,,,,,,,@hotmail.com,False,True,GBR       ,,true,False,GBR,True,True,False,0-2,,london,true
age_25_31,GBR,true,W7 3es,W7,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,London,true
age_39_45,DZA,true,03011,03,ADMINISTRATIVE_ACTIVITIES,STANDARD,,,,,,,@gmail.com,False,True,ESP       ,DZA,false,False,DZA,False,False,False,0-2,,Gacem Ramdhan Alicante,true
age_53_59,ITA,true,95017,95,,,,,,,,,@geomcalisalvatore.it,False,True,ITA       ,,true,False,ITA,True,True,False,0-2,,Piedimonte Etneo,true
age_39_45,FRA,true,93190,93,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,TUR,false,False,FRA,True,False,True,0-2,,Livry-Gargan,true
age_18_24,GBR,true,DA9 9HA,DA,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,Greenhithe,true
age_18_24,FRA,true,25210,25,FREELANCER,,AGRICULTURE,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Bonnétage,true
age_32_38,FRA,false,60110,60,,STANDARD,,,,,,,@live.fr,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Meru,true
age_53_59,BGR,false,3081JH,30,PENSIONER,,,EMPLOYMENT,,,,ONLINE_PURCHASES,@hotmail.com,False,True,NLD       ,BGR,false,False,NLD,True,True,False,0-2,1,Rotterdam,true
age_25_31,NER,false,53757,53,HOUSEWIFE,STANDARD,,,,,,,@ymail.com,False,False,DEU       ,,true,False,DEU,True,True,False,12+,,Sankt Augustin,true
age_18_24,FRA,true,75006,75,STUDENT,,,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,False,True,0-2,1,Paris,true
age_39_45,ITA,true,26200,26,FREELANCER,,AGRICULTURE,FAMILY_INCOME,,,,,@gmail.com,False,True,FRA       ,ITA,false,False,FRA,True,True,False,0-2,2,Montelimar,true
age_18_24,FRA,false,75013,75,FREELANCER,BUSINESS_CARD,CONSTRUCTION,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,Ivry-sur-Seine,true
age_25_31,TUR,true,90489,90,FREELANCER,,ARCHITECTURAL_OFFICE,,,,,,@web.de,False,True,DEU       ,,true,False,DEU,True,NULL,True,0-2,,Nürnberg,true
age_25_31,FRA,true,13014,13,,,LOGISTICS_WHOLESALE_AND_RETAIL,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,3,marseille,true
age_25_31,ROU,false,29009,29,,,CONSTRUCTION,GOVERNMENT_PAYMENTS,,,,,@gmail.com,False,True,ESP       ,ROU,false,False,ROU,False,False,False,0-2,1,Malaga,true
age_32_38,ITA,true,80124,80,ITA_ENTREPRENEUR,STANDARD,,SALARY,,,,,@icloud.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,,Napoli,true
age_25_31,IND,true,LE2 7GT,LE,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,False,0-2,,Leicester,true
age_32_38,FRA,false,77127,77,,,HEALTH_SERVICES_AND_SOCIAL_WELFARE,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,MLI,false,False,FRA,True,True,True,0-2,1,Lieusaint,true
age_32_38,DEU,true,61440,61,,,,,,,,,@sun.pm,False,True,DEU       ,DEU,true,False,DEU,True,True,True,0-2,,Oberursel (Taunus),true
age_39_45,FRA,true,06130,06,,,,,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Grasse,true
age_25_31,FRA,true,95190,95,FREELANCER,,OTHER_SERVICE_ACTIVITIES,,,,,,@free-center.fr,False,True,FRA       ,FRA,true,False,FRA,True,NULL,True,12+,,Goussainville,true
age_>60,FRA,false,11000,11,,,,,,,,,@yahoo.com,False,True,FRA       ,,true,False,FRA,True,True,False,0-2,,Carcassonne,true
age_46_52,DEU,false,60326,60,UNEMPLOYED,,,DONATIONS,,,,TRAVEL_OR_RELOCATION,@gmx.de,False,True,DEU       ,DEU,true,False,DEU,True,True,True,0-2,2,Frankfurt am Main,true
age_18_24,ITA,false,08012,08,STUDENT,,,FAMILY_INCOME,,,,SALARY_OR_PENSION,@gmail.com,False,False,ESP       ,ITA,false,False,,NULL,False,False,0-2,2,Barcelona,true
age_25_31,FRA,false,93270,93,,BLACK_CARD_MONTHLY,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Sevran,true
age_46_52,PRT,true,5120-376,51,,,AGRICULTURE_AND_FORESTRY,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,True,PRT       ,PRT,true,False,PRT,True,True,True,0-2,2,Vila de tabuacao,true
age_53_59,POL,false,34800,34,FREELANCER,,LOGISTICS_WHOLESALE_AND_RETAIL,ASSET_SALES,,,,,@gmail.com,False,True,FRA       ,POL,false,False,FRA,True,True,False,0-2,4+,Clermont l'Herault,true
age_25_31,FRA,false,93240,93,FREELANCER,,VEHICLE_TRADE_AND_SERVICES,EMPLOYMENT,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,False,True,0-2,3,Stains,true
age_25_31,DEU,true,12101,12,,FLEX_ACCOUNT_MONTHLY,PUBLIC_SERVICES_AND_HOSPITALITY,EMPLOYMENT,,,,SALARY_OR_PENSION,@gmail.com,False,False,DEU       ,DEU,true,False,DEU,True,True,True,0-2,1,Berlin,true
age_39_45,ITA,true,60385,60,FREELANCER,BUSINESS_CARD,FINANCIAL_SERVICES,,,,,,@hotmail.com,False,True,DEU       ,,true,False,,NULL,False,False,0-2,,Frankfurt am Main,true
age_46_52,ESP,false,33401,33,DOMESTIC_SOCIAL_SERVICES,,,,,,,,@yahoo.com,False,True,ESP       ,ESP,true,False,ESP,True,True,True,0-2,1,Aviles,true
age_25_31,BGR,true,93320,93,,STANDARD,,,,,,,@icloud.com,False,False,FRA       ,BGR,false,False,FRA,True,True,False,0-2,,Les Pavillons-sous-Bois,true
age_25_31,FRA,true,93200,93,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,3-5,,Saint-Denis,true
age_18_24,FRA,true,33230,33,,,,,,,,,@gmail.com,False,True,FRA       ,,true,False,FRA,True,NULL,True,0-2,,GUITRES,true
age_18_24,FRA,false,69680,69,,STANDARD,TRAVEL_AGENCIES_AND_REAL_ESTATE_AGENTS,EMPLOYMENT,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Chassieu,true
age_18_24,FRA,true,93210,93,FREELANCER,BUSINESS_BLACK,FINANCIAL_SERVICES,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Saint-Denis,true
age_18_24,FRA,true,94110,94,,,AGRICULTURE_AND_FORESTRY,INHERITANCE,,,,,@gmail.com,False,True,FRA       ,FRA,true,False,FRA,True,True,True,0-2,2,Arcueil,true
age_18_24,FRA,true,75018,75,FREELANCER,BUSINESS_CARD,RETAIL_TRADE,,,,,,@gmail.com,False,False,FRA       ,FRA,true,False,FRA,True,True,True,0-2,,Paris,true
age_46_52,ITA,false,86034,86,,,,,,,,,@libero.it,False,False,ITA       ,,true,False,ITA,True,True,True,12+,,Guglionesi,false
age_32_38,DEU,true,46284,46,,STANDARD,,,,,,,@icloud.com,False,False,DEU       ,,true,False,DEU,True,True,True,0-2,,Dorsten,false
age_32_38,ESP,true,28002,28,FREELANCER,BUSINESS_CARD,EDUCATION_AND_SCIENCE,EMPLOYMENT,,,,TRAVEL_OR_RELOCATION,@gmail.com,False,False,ESP       ,ESP,true,False,ESP,True,True,True,0-2,2,Madrid,false
age_25_31,ITA,true,71018,71,,,,,,,,,@gmail.com,False,True,ITA       ,,true,False,ITA,True,True,False,9-11,,Vico Del Gargano,false
age_18_24,ESP,true,28033,28,TOURISM,STANDARD,,,,,,,@gmail.com,False,False,ESP       ,,true,False,ESP,True,True,True,0-2,,Madrid,false
age_25_31,ITA,true,89021,89,ITA_STUDENT,STANDARD,,FAMILY,,,,,@hotmail.it,False,False,ITA       ,ITA,true,False,ITA,True,False,True,0-2,1,Cinquefrondi,false
age_18_24,GBR,true,CV1 5de,CV,,STANDARD,,,,,,,@gmail.com,False,True,GBR       ,,true,False,GBR,True,True,True,0-2,,Coventry,true
age_32_38,EST,true,75203,75,FREELANCER,BUSINESS_CARD,CONSTRUCTION,,,,,,@gmail.com,False,False,EST       ,EST,true,False,EST,True,True,True,0-2,1,Raasiku,true
age_39_45,FRA,false,91360,91,CEO,METAL_CARD_MONTHLY,,,,,,,@outlook.fr,False,False,FRA       ,,true,False,FRA,True,True,True,12+,,Épinay-sur-Orge,true
age_18_24,FRA,true,93000,93,,STANDARD,,,,,,,@outlook.fr,False,False,FRA       ,FRA,true,False,FRA,True,False,True,0-2,,Bobigny,true
age_25_31,VEN,true,28005,28,FREELANCER,,SPORT_GAMBLING_ENTERTAINMENT_AND_GASTRONOMY,EMPLOYMENT,,,,,@gmail.com,False,True,ESP       ,VEN,false,False,ESP,True,True,False,0-2,1,Madrid,true
age_18_24,FRA,true,13010,13,,STANDARD,,,,,,,@gmail.com,False,False,FRA       ,,true,False,FRA,True,True,True,0-2,,Marseille,true
age_39_45,LVA,false,43123,43,ITA_FREELANCER_AGENTI_DI_CAMBIO,,,LOTTERY_WINNING,,,,,@gmail.com,False,True,ITA       ,LVA,false,False,ITA,True,True,False,0-2,2,San Prospero,true
age_32_38,ITA,true,71122,71,ITA_SELF_EMPLOYED,STANDARD,,FAMILY,,,,,@gmail.com,False,False,ITA       ,ITA,true,False,ITA,True,True,True,0-2,,Foggia,true
age_25_31,FRA,false,38100,38,FREELANCER,BUSINESS_BLACK,OTHER,,,,,,@gmail.com,False,False,FRA       ,,true,False,,NULL,True,True,0-2,,Grenoble,true
age_39_45,MAR,false,1069 XM,10,,,,,,,,,@hotmail.com,False,True,NLD       ,MAR,false,False,NLD,True,True,False,0-2,2,Amsterdam,true
age_18_24,FRA,false,91600,91,FREELANCER,,MEDIA_TECHNOLOGY_AND_CONSULTING,FAMILY_INCOME,,,,,@gmail.com,False,True,FRA       ,LKA,false,False,FRA,True,True,True,0-2,1,Savigny-sur-Orge,true
